startDate,timeStep,size,sizeNext,sizeChange,surv
10/5/05,0,25.14,58.17,33.03,1
10/5/05,0,29.92,62.77,32.85,1
10/5/05,0,37.92,77.24,39.32,1
10/5/05,0,25.33,58.69,33.36,1
10/5/05,0,41,77.77,36.77,1
10/5/05,0,35.59,70.15,34.56,1
10/5/05,0,21.92,55.94,34.02,1
10/5/05,0,20.3,71,50.7,1
10/5/05,0,30.34,56.13,25.79,1
10/5/05,0,29.35,58.93,29.58,1
10/5/05,0,26.37,54.29,27.92,1
10/5/05,0,33.63,78.32,44.69,1
10/5/05,0,30.29,70.68,40.39,1
10/5/05,0,27.14,73.84,46.7,1
10/5/05,0,33.65,61.97,28.32,1
10/5/05,0,22.33,56.75,34.42,1
10/5/05,0,34.58,69.83,35.25,1
10/5/05,0,28.64,55.78,27.14,1
10/5/05,0,25.56,55.75,30.19,1
10/5/05,0,32.68,60.17,27.49,1
10/5/05,0,23.59,60.55,36.96,1
10/5/05,0,22.71,42.08,19.37,1
10/5/05,0,21.2,46.78,25.58,1
10/5/05,0,29.54,55.82,26.28,1
10/5/05,0,28.75,60.98,32.23,1
10/5/05,0,19.56,49.2,29.64,1
10/5/05,0,24.4,57.37,32.97,1
10/5/05,0,35.6,64.56,28.96,1
10/5/05,0,29.63,63.75,34.12,1
10/5/05,0,27.91,59.45,31.54,1
10/5/05,0,26.18,64.3,38.12,1
10/5/05,0,25.71,60.03,34.32,1
10/5/05,0,27.31,56.67,29.36,1
10/5/05,0,34.54,79.37,44.83,1
10/5/05,0,30.15,59.81,29.66,1
10/5/05,0,30.92,63.06,32.14,1
10/5/05,0,23.82,48.18,24.36,1
10/5/05,0,34.78,63.25,28.47,1
10/5/05,0,16.89,43.44,26.55,1
10/5/05,0,33.06,61.12,28.06,1
10/5/05,0,42.9,81.72,38.82,1
10/5/05,0,30.32,67.28,36.96,1
10/5/05,0,33.35,70.47,37.12,1
10/6/05,0,36.26,71.21,34.95,1
10/6/05,0,35.25,69.41,34.16,1
10/6/05,0,37.99,84.05,46.06,1
10/6/05,0,29.51,61.4,31.89,1
10/6/05,0,42.73,77.99,35.26,1
10/6/05,0,27.78,59.24,31.46,1
10/6/05,0,40.61,74.45,33.84,1
10/6/05,0,37.68,57.77,20.09,1
10/6/05,0,39.94,77.57,37.63,1
10/6/05,0,31.82,64.23,32.41,1
10/6/05,0,40.19,67.31,27.12,1
10/6/05,0,35.87,68.96,33.09,1
10/6/05,0,31.1,66.38,35.28,1
10/6/05,0,34.42,64,29.58,1
10/6/05,0,45.43,73.27,27.84,1
10/6/05,0,27.37,66.08,38.71,1
10/6/05,0,35.52,58.12,22.6,1
10/6/05,0,35.37,71.36,35.99,1
10/6/05,0,45.45,74.94,29.49,1
10/6/05,0,24.26,46.9,22.64,1
10/6/05,0,32.67,49.95,17.28,1
10/6/05,0,36.57,81.14,44.57,1
10/6/05,0,30.75,NA,NA,0
10/6/05,0,35.75,60.54,24.79,1
10/6/05,0,24.76,54.06,29.3,1
10/6/05,0,33.5,60.11,26.61,1
10/6/05,0,26.35,42.52,16.17,1
10/6/05,0,30.59,75.06,44.47,1
10/6/05,0,41.71,NA,NA,0
10/6/05,0,25.45,53.54,28.09,1
10/6/05,0,31.88,67.78,35.9,1
10/6/05,0,38.78,70.79,32.01,1
10/6/05,0,30.6,57.94,27.34,1
10/6/05,0,39.03,74.14,35.11,1
10/6/05,0,44.59,85.3,40.71,1
10/6/05,0,34.59,63.24,28.65,1
10/6/05,0,31.54,72.59,41.05,1
10/6/05,0,34.08,70.45,36.37,1
10/6/05,0,20.16,63.54,43.38,1
10/6/05,0,32.03,60.54,28.51,1
10/6/05,0,41.47,82.7,41.23,1
10/6/05,0,28.34,55.12,26.78,1
10/6/05,0,22.33,63.29,40.96,1
10/6/05,0,30.28,49.62,19.34,1
10/6/05,0,28.61,58.97,30.36,1
10/6/05,0,32.62,47.87,15.25,1
10/6/05,0,37.79,NA,NA,0
10/6/05,0,37.71,68.71,31,1
10/6/05,0,41.2,NA,NA,0
10/6/05,0,39.22,70.1,30.88,1
10/6/05,0,19.84,40.3,20.46,1
10/6/05,0,26.92,53.9,26.98,1
10/6/05,0,32.17,73.22,41.05,1
10/6/05,0,24.01,55.32,31.31,1
10/6/05,0,34.08,55.99,21.91,1
10/6/05,0,37.12,71.28,34.16,1
10/6/05,0,29.1,61.44,32.34,1
10/6/05,0,32.33,72.63,40.3,1
10/6/05,0,32.99,62.86,29.87,1
10/6/05,0,32.07,73.83,41.76,1
10/6/05,0,34.4,63.45,29.05,1
10/6/05,0,27.25,57.12,29.87,1
10/6/05,0,27.74,55.1,27.36,1
10/6/05,0,27.54,57.96,30.42,1
10/6/05,0,35.26,63.32,28.06,1
10/6/05,0,40.62,68.46,27.84,1
10/6/05,0,19.8,39.95,20.15,1
10/6/05,0,20.05,48.51,28.46,1
10/6/05,0,41.56,84.37,42.81,1
10/6/05,0,23.08,51.48,28.4,1
10/6/05,0,24.63,59.78,35.15,1
10/6/05,0,37.6,68.05,30.45,1
10/6/05,0,25.26,48.9,23.64,1
10/6/05,0,43.82,65.41,21.59,1
10/6/05,0,33.37,62.77,29.4,1
10/6/05,0,47.5,80.93,33.43,1
10/6/05,0,19.4,42.46,23.06,1
10/6/05,0,26.17,56.41,30.24,1
10/6/05,0,26.23,56.32,30.09,1
10/6/05,0,31.84,56.01,24.17,1
10/6/05,0,37.99,91.07,53.08,1
10/6/05,0,27.22,73.5,46.28,1
10/6/05,0,26.56,61.01,34.45,1
10/6/05,0,26.07,48.85,22.78,1
10/6/05,0,23.9,53.16,29.26,1
10/6/05,0,30.03,61.43,31.4,1
10/6/05,0,26.66,65.45,38.79,1
10/6/05,0,32.93,79.12,46.19,1
10/6/05,0,32.58,64.91,32.33,1
10/6/05,0,24.28,48.19,23.91,1
10/6/05,0,38.51,73.03,34.52,1
10/6/05,0,45.8,79.3,33.5,1
10/6/05,0,28.38,48.74,20.36,1
10/6/05,0,23.62,58.34,34.72,1
10/6/05,0,27.07,66.33,39.26,1
10/6/05,0,30.92,58.93,28.01,1
10/6/05,0,26.96,67.2,40.24,1
10/6/05,0,15.22,NA,NA,0
10/6/05,0,27.88,49.84,21.96,1
10/6/05,0,32.75,62.34,29.59,1
10/6/05,0,36.68,60.73,24.05,1
10/6/05,0,34.2,NA,NA,0
10/6/05,0,23.23,65.02,41.79,1
10/6/05,0,20.09,50.32,30.23,1
10/6/05,0,26.05,67.23,41.18,1
10/6/05,0,31.74,75.2,43.46,1
10/6/05,0,25.03,56.58,31.55,1
10/6/05,0,30.26,59.98,29.72,1
10/6/05,0,26.26,59.61,33.35,1
10/6/05,0,26.66,NA,NA,0
10/6/05,0,41.1,64.7,23.6,1
10/6/05,0,33.02,79.57,46.55,1
10/6/05,0,30.26,70.85,40.59,1
10/6/05,0,34.21,73.27,39.06,1
10/6/05,0,37.55,77.4,39.85,1
10/6/05,0,32.85,71.73,38.88,1
10/6/05,0,31.78,50.91,19.13,1
10/6/05,0,32.63,63.72,31.09,1
10/6/05,0,26.18,51.3,25.12,1
10/6/05,0,29.66,52.36,22.7,1
5/2/06,1,66.63,111,44.37,1
5/2/06,1,59.52,105,45.48,1
5/2/06,1,39.15,72,32.85,1
5/2/06,1,59.29,99,39.71,1
5/2/06,1,56.36,105,48.64,1
5/2/06,1,43.93,79,35.07,1
5/2/06,1,40.82,70,29.18,1
5/2/06,1,72.32,105,32.68,1
5/2/06,1,64.77,93,28.23,1
5/2/06,1,52.01,83,30.99,1
5/2/06,1,50.54,96,45.46,1
5/2/06,1,56.74,104,47.26,1
5/2/06,1,46.91,75,28.09,1
5/2/06,1,48.63,79,30.37,1
5/2/06,1,61.88,97,35.12,1
5/2/06,1,76.04,115,38.96,1
5/2/06,1,69.04,100,30.96,1
5/2/06,1,60.73,99,38.27,1
5/2/06,1,56.09,91,34.91,1
5/2/06,1,48.92,80,31.08,1
5/2/06,1,58,97,39,1
5/2/06,1,71.03,117,45.97,1
5/2/06,1,54.85,82,27.15,1
5/2/06,1,58.12,111,52.88,1
5/2/06,1,57.31,101,43.69,1
5/2/06,1,42.54,NA,NA,0
5/2/06,1,54.74,92,37.26,1
5/2/06,1,62.36,99,36.64,1
5/2/06,1,66.68,106,39.32,1
5/2/06,1,59.13,NA,NA,0
5/2/06,1,58.57,91,32.43,1
5/2/06,1,50.07,71,20.93,1
5/2/06,1,74.01,99,24.99,1
5/2/06,1,69.61,NA,NA,0
5/2/06,1,46.2,83,36.8,1
5/2/06,1,61.86,100,38.14,1
5/2/06,1,50.8,87,36.2,1
5/2/06,1,49.38,86,36.62,1
5/2/06,1,39.25,65,25.75,1
5/2/06,1,58.08,101,42.92,1
5/2/06,1,46.59,79,32.41,1
5/2/06,1,66.08,95,28.92,1
5/2/06,1,39.81,85,45.19,1
5/2/06,1,53.99,76,22.01,1
5/2/06,1,64.01,91,26.99,1
5/2/06,1,52.55,86,33.45,1
5/2/06,1,42.17,59,16.83,1
5/2/06,1,56.53,104,47.47,1
5/2/06,1,51.84,NA,NA,0
5/2/06,1,52.48,100,47.52,1
5/2/06,1,52.76,101,48.24,1
5/2/06,1,42.71,61,18.29,1
5/2/06,1,63.02,102,38.98,1
5/2/06,1,53.3,86,32.7,1
5/2/06,1,45.85,85,39.15,1
5/2/06,1,56.06,85,28.94,1
5/2/06,1,45.52,NA,NA,0
5/2/06,1,77.12,106,28.88,1
5/2/06,1,59.62,103,43.38,1
5/2/06,1,49.77,71,21.23,1
5/2/06,1,66.94,100,33.06,1
5/2/06,1,53.34,107,53.66,1
5/2/06,1,57.19,109,51.81,1
5/2/06,1,48.85,84,35.15,1
5/2/06,1,63.22,87,23.78,1
5/2/06,1,56.66,98,41.34,1
5/2/06,1,42.85,86,43.15,1
5/2/06,1,60.29,80,19.71,1
5/2/06,1,69.25,104,34.75,1
5/2/06,1,55.74,92,36.26,1
5/2/06,1,53.78,97,43.22,1
5/2/06,1,41.68,89,47.32,1
5/2/06,1,74.8,119,44.2,1
5/2/06,1,43.22,65,21.78,1
5/2/06,1,58.54,96,37.46,1
5/2/06,1,47.16,81,33.84,1
5/2/06,1,57.07,99,41.93,1
5/2/06,1,56.03,77,20.97,1
5/2/06,1,55.11,88,32.89,1
5/2/06,1,65.38,102,36.62,1
5/2/06,1,69.82,NA,NA,0
5/2/06,1,44.22,84,39.78,1
5/2/06,1,49.83,85,35.17,1
5/2/06,1,62.69,108,45.31,1
5/2/06,1,52.87,97,44.13,1
5/2/06,1,47.04,71,23.96,1
5/2/06,1,41.56,55,13.44,1
5/2/06,1,60.52,92,31.48,1
5/2/06,1,74.25,111,36.75,1
5/2/06,1,59.63,83,23.37,1
5/2/06,1,55.14,97,41.86,1
5/2/06,1,60.64,90,29.36,1
5/2/06,1,66.46,95,28.54,1
5/2/06,1,62.3,79,16.7,1
5/2/06,1,64.89,98,33.11,1
5/2/06,1,52.38,93,40.62,1
5/2/06,1,53.84,97,43.16,1
5/2/06,1,46.4,84,37.6,1
5/2/06,1,64.34,95,30.66,1
5/2/06,1,44.55,58,13.45,1
5/2/06,1,64.63,101,36.37,1
5/2/06,1,43.02,79,35.98,1
5/2/06,1,53.48,105,51.52,1
5/2/06,1,48.43,96,47.57,1
5/2/06,1,68.3,92,23.7,1
5/2/06,1,47.77,89,41.23,1
5/2/06,1,47.71,89,41.29,1
5/2/06,1,42.56,85,42.44,1
5/2/06,1,42.5,67,24.5,1
5/2/06,1,49.73,69,19.27,1
5/2/06,1,56.73,98,41.27,1
5/2/06,1,40.18,77,36.82,1
5/2/06,1,72.23,95,22.77,1
5/2/06,1,50.83,97,46.17,1
5/2/06,1,59.48,101,41.52,1
5/2/06,1,48.81,81,32.19,1
5/2/06,1,72.86,105,32.14,1
5/2/06,1,65.53,109,43.47,1
5/2/06,1,44.43,87,42.57,1
5/2/06,1,50.66,84,33.34,1
5/2/06,1,51.9,84,32.1,1
5/2/06,1,23.43,NA,NA,0
5/2/06,1,62.1,106,43.9,1
5/2/06,1,54.91,82,27.09,1
5/2/06,1,57.21,91,33.79,1
5/2/06,1,65.46,95,29.54,1
5/2/06,1,36.82,NA,NA,0
5/2/06,1,53.3,96,42.7,1
5/2/06,1,87.59,131,43.41,1
5/2/06,1,49.02,92,42.98,1
5/2/06,1,53.21,100,46.79,1
5/2/06,1,63.19,100,36.81,1
5/2/06,1,45.53,86,40.47,1
5/2/06,1,50.96,74,23.04,1
5/2/06,1,46.78,88,41.22,1
5/2/06,1,39.09,83,43.91,1
5/2/06,1,72.92,93,20.08,1
5/2/06,1,56.84,97,40.16,1
5/2/06,1,57.86,112,54.14,1
5/2/06,1,54.54,89,34.46,1
5/2/06,1,56.14,92,35.86,1
5/2/06,1,58.79,98,39.21,1
5/4/06,1,54.41,104,49.59,1
5/4/06,1,61.07,121,59.93,1
5/4/06,1,57.3,99,41.7,1
5/4/06,1,43.69,83,39.31,1
5/4/06,1,56.35,85,28.65,1
5/4/06,1,51.64,92,40.36,1
5/4/06,1,49.41,79,29.59,1
5/4/06,1,42.97,79,36.03,1
5/4/06,1,52.12,102,49.88,1
5/4/06,1,48.42,104,55.58,1
5/4/06,1,67.19,105,37.81,1
5/4/06,1,54.52,97,42.48,1
5/4/06,1,60.88,NA,NA,0
5/4/06,1,52.44,88,35.56,1
5/4/06,1,51.59,83,31.41,1
5/4/06,1,50.2,99,48.8,1
5/4/06,1,63.85,106,42.15,1
5/4/06,1,55.01,81,25.99,1
5/4/06,1,50.28,81,30.72,1
5/4/06,1,58.99,105,46.01,1
5/4/06,1,49.03,86,36.97,1
5/4/06,1,53.35,74,20.65,1
5/4/06,1,60.46,80,19.54,1
5/4/06,1,62.48,87,24.52,1
5/4/06,1,61.16,82,20.84,1
5/4/06,1,46.48,69,22.52,1
5/4/06,1,51.73,97,45.27,1
5/4/06,1,52.63,97,44.37,1
5/4/06,1,62.05,96,33.95,1
5/4/06,1,45.05,84,38.95,1
5/4/06,1,56.74,100,43.26,1
5/4/06,1,55.21,89,33.79,1
5/4/06,1,46.34,95,48.66,1
5/4/06,1,63.35,83,19.65,1
5/4/06,1,72.06,98,25.94,1
5/4/06,1,50.63,80,29.37,1
5/4/06,1,54.18,92,37.82,1
5/4/06,1,61.42,110,48.58,1
5/4/06,1,39.19,69,29.81,1
5/4/06,1,47.5,97,49.5,1
5/4/06,1,68.25,107,38.75,1
5/4/06,1,47.68,87,39.32,1
5/4/06,1,70.77,111,40.23,1
5/4/06,1,68.66,80,11.34,1
5/4/06,1,63.66,104,40.34,1
5/4/06,1,27.9,40,12.1,1
5/4/06,1,53.72,79,25.28,1
5/4/06,1,54.53,96,41.47,1
5/4/06,1,46.53,NA,NA,0
5/4/06,1,83.72,NA,NA,0
5/4/06,1,54.54,NA,NA,0
5/4/06,1,60.9,NA,NA,0
5/4/06,1,58.21,NA,NA,0
5/4/06,1,37.61,NA,NA,0
5/4/06,1,52.29,NA,NA,0
5/4/06,1,43.7,NA,NA,0
5/4/06,1,58.31,NA,NA,0
5/4/06,1,50.07,NA,NA,0
5/4/06,1,57.57,NA,NA,0
5/4/06,1,61.86,NA,NA,0
5/4/06,1,59.18,NA,NA,0
5/4/06,1,41.8,NA,NA,0
5/4/06,1,58.91,NA,NA,0
5/4/06,1,51.12,NA,NA,0
5/4/06,1,77.26,NA,NA,0
5/4/06,1,53.88,NA,NA,0
5/4/06,1,47.49,NA,NA,0
5/4/06,1,58.91,NA,NA,0
5/4/06,1,53.28,NA,NA,0
5/4/06,1,47.5,NA,NA,0
5/4/06,1,62.5,NA,NA,0
5/4/06,1,43.82,72,28.18,1
5/4/06,1,52.77,112,59.23,1
5/4/06,1,41.92,63,21.08,1
5/4/06,1,53.76,94,40.24,1
5/4/06,1,42.11,66,23.89,1
5/4/06,1,44.15,86,41.85,1
5/4/06,1,41.06,64,22.94,1
5/4/06,1,57.86,93,35.14,1
5/4/06,1,58.73,94,35.27,1
5/4/06,1,65.05,107,41.95,1
5/4/06,1,63.07,87,23.93,1
5/4/06,1,47.9,85,37.1,1
5/4/06,1,68.36,87,18.64,1
5/4/06,1,68.35,92,23.65,1
5/4/06,1,75.89,105,29.11,1
5/4/06,1,45.71,NA,NA,0
5/4/06,1,69.72,98,28.28,1
5/4/06,1,56.77,86,29.23,1
5/4/06,1,46.47,82,35.53,1
5/4/06,1,70.4,116,45.6,1
5/4/06,1,59.89,104,44.11,1
5/4/06,1,38.01,84,45.99,1
5/4/06,1,44.88,67,22.12,1
5/4/06,1,45.72,68,22.28,1
5/4/06,1,75.83,107,31.17,1
5/4/06,1,69.48,110,40.52,1
5/4/06,1,56.97,79,22.03,1
5/4/06,1,44.41,71,26.59,1
5/4/06,1,63.21,101,37.79,1
5/4/06,1,45.51,89,43.49,1
5/4/06,1,46.42,81,34.58,1
5/4/06,1,47.99,71,23.01,1
5/4/06,1,53.97,112,58.03,1
5/4/06,1,65.57,104,38.43,1
5/4/06,1,57.18,93,35.82,1
5/4/06,1,69.91,93,23.09,1
5/4/06,1,53.3,90,36.7,1
5/4/06,1,72.68,113,40.32,1
5/4/06,1,39.8,75,35.2,1
5/4/06,1,50.06,99,48.94,1
5/4/06,1,56.69,85,28.31,1
5/4/06,1,66.43,101,34.57,1
5/4/06,1,59.59,89,29.41,1
5/4/06,1,60.06,87,26.94,1
5/4/06,1,58.22,86,27.78,1
5/4/06,1,60.35,91,30.65,1
5/4/06,1,59.21,91,31.79,1
5/4/06,1,54.81,85,30.19,1
5/4/06,1,62.65,104,41.35,1
5/4/06,1,51.41,91,39.59,1
5/4/06,1,62.55,109,46.45,1
5/4/06,1,54.61,84,29.39,1
5/4/06,1,40.42,96,55.58,1
5/4/06,1,69.46,97,27.54,1
5/4/06,1,61.3,87,25.7,1
5/4/06,1,42.55,94,51.45,1
5/4/06,1,57.13,107,49.87,1
5/4/06,1,73.85,116,42.15,1
5/4/06,1,50.64,90,39.36,1
5/4/06,1,64.85,96,31.15,1
5/4/06,1,66.95,89,22.05,1
5/4/06,1,47.52,NA,NA,0
5/4/06,1,38.73,75,36.27,1
5/4/06,1,33.18,59,25.82,1
5/4/06,1,54.06,71,16.94,1
5/4/06,1,43.8,67,23.2,1
5/4/06,1,55.14,104,48.86,1
5/4/06,1,49.02,73,23.98,1
5/4/06,1,47.16,76,28.84,1
5/4/06,1,58.2,93,34.8,1
5/4/06,1,39.68,58,18.32,1
5/5/06,1,44.85,72,27.15,1
5/5/06,1,47.39,54,6.61,1
5/5/06,1,49.63,69,19.37,1
5/5/06,1,66.69,104,37.31,1
5/5/06,1,60.72,101,40.28,1
5/5/06,1,67.4,112,44.6,1
5/5/06,1,56.87,91,34.13,1
5/5/06,1,63.16,68,4.84,1
5/5/06,1,62.68,101,38.32,1
5/5/06,1,43.42,75,31.58,1
5/5/06,1,52.66,90,37.34,1
5/5/06,1,48.77,91,42.23,1
5/5/06,1,47.44,79,31.56,1
5/5/06,1,53.93,NA,NA,0
5/5/06,1,64.79,NA,NA,0
5/5/06,1,61.22,92,30.78,1
5/5/06,1,61.37,88,26.63,1
5/5/06,1,73.38,NA,NA,0
5/5/06,1,53,NA,NA,0
5/5/06,1,46.04,NA,NA,0
5/5/06,1,46.65,60,13.35,1
5/5/06,1,45.77,NA,NA,0
5/5/06,1,55.34,NA,NA,0
5/5/06,1,37.66,NA,NA,0
5/5/06,1,54.89,83,28.11,1
5/5/06,1,52.91,94,41.09,1
5/5/06,1,46.1,55,8.9,1
5/5/06,1,56,84,28,1
5/5/06,1,66.19,100,33.81,1
5/5/06,1,40.78,87,46.22,1
5/5/06,1,74.66,111,36.34,1
5/5/06,1,54.97,103,48.03,1
5/5/06,1,62.59,95,32.41,1
5/5/06,1,64.15,90,25.85,1
5/5/06,1,48.98,NA,NA,0
5/5/06,1,29.72,69,39.28,1
5/5/06,1,48.15,81,32.85,1
5/5/06,1,52.5,NA,NA,0
5/5/06,1,47.98,NA,NA,0
5/5/06,1,54.57,NA,NA,0
5/5/06,1,59.73,NA,NA,0
5/5/06,1,57.43,NA,NA,0
5/5/06,1,44.68,NA,NA,0
5/5/06,1,59.36,NA,NA,0
5/5/06,1,40.61,107,66.39,1
5/5/06,1,62.39,101,38.61,1
5/5/06,1,47.96,92,44.04,1
5/5/06,1,51.88,78,26.12,1
5/5/06,1,70.99,NA,NA,0
5/5/06,1,58.18,115,56.82,1
5/5/06,1,52.95,97,44.05,1
5/5/06,1,73.59,110,36.41,1
5/5/06,1,53.01,79,25.99,1
5/5/06,1,51.88,NA,NA,0
5/5/06,1,52.65,80,27.35,1
5/5/06,1,68.97,95,26.03,1
5/5/06,1,39.39,NA,NA,0
5/5/06,1,54.18,NA,NA,0
5/5/06,1,38.52,NA,NA,0
5/5/06,1,28.41,68,39.59,1
5/5/06,1,58.64,93,34.36,1
5/5/06,1,56.86,85,28.14,1
5/5/06,1,69.7,117,47.3,1
5/5/06,1,49.8,NA,NA,0
5/5/06,1,74.98,105,30.02,1
5/5/06,1,59.25,98,38.75,1
5/5/06,1,57.69,NA,NA,0
5/5/06,1,47.8,82,34.2,1
5/5/06,1,55.28,91,35.72,1
5/5/06,1,52.02,89,36.98,1
5/5/06,1,39.69,66,26.31,1
5/5/06,1,48.04,75,26.96,1
5/5/06,1,52.03,81,28.97,1
5/5/06,1,66.89,98,31.11,1
5/5/06,1,50.87,NA,NA,0
5/5/06,1,38.24,NA,NA,0
5/5/06,1,57.02,77,19.98,1
5/5/06,1,60.1,90,29.9,1
5/5/06,1,69.53,94,24.47,1
5/5/06,1,39,62,23,1
5/5/06,1,42.85,53,10.15,1
5/5/06,1,45.38,68,22.62,1
5/5/06,1,40.06,73,32.94,1
5/5/06,1,43.9,65,21.1,1
5/5/06,1,50.78,NA,NA,0
5/5/06,1,46.37,NA,NA,0
5/5/06,1,35.99,NA,NA,0
5/5/06,1,55.74,87,31.26,1
5/5/06,1,51.59,NA,NA,0
5/5/06,1,50.44,75,24.56,1
5/5/06,1,46.86,NA,NA,0
5/5/06,1,58.15,89,30.85,1
5/5/06,1,67.48,NA,NA,0
5/5/06,1,54.42,78,23.58,1
5/5/06,1,69.56,93,23.44,1
5/5/06,1,48.27,85,36.73,1
5/5/06,1,42.04,69,26.96,1
5/5/06,1,49.33,63,13.67,1
5/5/06,1,47.15,69,21.85,1
5/5/06,1,58.96,79,20.04,1
5/5/06,1,54.34,85,30.66,1
5/5/06,1,79.94,96,16.06,1
5/5/06,1,51.97,71,19.03,1
5/5/06,1,49.78,70,20.22,1
5/5/06,1,66.63,90,23.37,1
5/5/06,1,53.26,74,20.74,1
5/5/06,1,39.27,52,12.73,1
5/5/06,1,48.24,59,10.76,1
5/5/06,1,42.07,75,32.93,1
5/5/06,1,58.77,74,15.23,1
5/5/06,1,64.91,101,36.09,1
5/5/06,1,55.52,76,20.48,1
5/5/06,1,63.21,94,30.79,1
5/5/06,1,57.69,86,28.31,1
5/5/06,1,68.94,88,19.06,1
5/5/06,1,34.12,48,13.88,1
5/5/06,1,59.15,91,31.85,1
5/5/06,1,44.92,77,32.08,1
5/5/06,1,52.45,76,23.55,1
5/5/06,1,40.76,69,28.24,1
5/5/06,1,41.54,84,42.46,1
5/5/06,1,54.61,80,25.39,1
5/5/06,1,41.85,63,21.15,1
5/5/06,1,61.35,82,20.65,1
5/5/06,1,54.7,91,36.3,1
5/5/06,1,59.36,93,33.64,1
5/5/06,1,45.73,77,31.27,1
5/5/06,1,61.32,73,11.68,1
5/5/06,1,68.62,95,26.38,1
5/5/06,1,46.15,72,25.85,1
5/5/06,1,48.14,69,20.86,1
5/5/06,1,59.24,80,20.76,1
5/5/06,1,60.27,74,13.73,1
5/5/06,1,51.96,77,25.04,1
5/5/06,1,51.21,70,18.79,1
5/5/06,1,56.04,84,27.96,1
5/5/06,1,42.43,63,20.57,1
5/5/06,1,34.4,NA,NA,0
5/5/06,1,45,67,22,1
5/5/06,1,47.65,60,12.35,1
5/9/06,1,60.2,76,15.8,1
5/9/06,1,48.5,85,36.5,1
5/9/06,1,56.86,81,24.14,1
5/9/06,1,75.38,105,29.62,1
5/9/06,1,53.11,75,21.89,1
5/9/06,1,54.56,71,16.44,1
5/9/06,1,53.94,70,16.06,1
5/9/06,1,66.28,95,28.72,1
5/9/06,1,60.49,89,28.51,1
5/9/06,1,70.26,NA,NA,0
5/9/06,1,47.75,74,26.25,1
5/9/06,1,50.1,75,24.9,1
5/9/06,1,52.67,75,22.33,1
5/9/06,1,68.08,115,46.92,1
5/9/06,1,49.77,71,21.23,1
5/9/06,1,60.55,93,32.45,1
5/9/06,1,68.39,98,29.61,1
5/9/06,1,58.85,78,19.15,1
5/9/06,1,56.56,80,23.44,1
5/9/06,1,51.42,91,39.58,1
5/9/06,1,57.79,77,19.21,1
5/9/06,1,68.8,95,26.2,1
5/9/06,1,52.14,70,17.86,1
5/9/06,1,64.84,84,19.16,1
5/9/06,1,37.77,69,31.23,1
5/9/06,1,58.72,82,23.28,1
5/9/06,1,53.47,100,46.53,1
5/9/06,1,56.51,76,19.49,1
5/9/06,1,41.84,78,36.16,1
5/9/06,1,62.52,90,27.48,1
5/9/06,1,52.17,87,34.83,1
5/9/06,1,48.45,87,38.55,1
5/9/06,1,62.3,117,54.7,1
5/9/06,1,64.36,98,33.64,1
5/9/06,1,50.86,87,36.14,1
5/9/06,1,50.99,69,18.01,1
5/9/06,1,54.18,82,27.82,1
5/9/06,1,29.51,66,36.49,1
5/9/06,1,69.49,104,34.51,1
5/9/06,1,36.99,78,41.01,1
5/9/06,1,39.21,57,17.79,1
5/9/06,1,51.28,71,19.72,1
5/9/06,1,68.42,91,22.58,1
5/9/06,1,58.13,82,23.87,1
5/9/06,1,65.77,92,26.23,1
5/9/06,1,48.98,82,33.02,1
5/9/06,1,40.34,88,47.66,1
5/9/06,1,44.23,82,37.77,1
5/9/06,1,75.05,101,25.95,1
5/9/06,1,54.01,NA,NA,0
5/9/06,1,66.47,107,40.53,1
5/9/06,1,54.15,NA,NA,0
5/9/06,1,73.85,96,22.15,1
5/9/06,1,47.56,95,47.44,1
5/9/06,1,56.65,90,33.35,1
5/9/06,1,44.05,66,21.95,1
5/9/06,1,81.97,82,0.03,1
5/9/06,1,53.1,108,54.9,1
5/9/06,1,49.15,88,38.85,1
5/9/06,1,53.2,74,20.8,1
5/9/06,1,49.75,94,44.25,1
5/9/06,1,63.76,91,27.24,1
5/9/06,1,56.08,96,39.92,1
5/9/06,1,55.24,96,40.76,1
5/9/06,1,53.07,77,23.93,1
5/9/06,1,48.91,71,22.09,1
5/9/06,1,56.26,79,22.74,1
5/9/06,1,60.55,103,42.45,1
5/9/06,1,50.19,NA,NA,0
5/9/06,1,62.57,77,14.43,1
5/9/06,1,52.66,98,45.34,1
5/9/06,1,55.36,94,38.64,1
5/9/06,1,52.03,86,33.97,1
5/9/06,1,58,94,36,1
5/9/06,1,59.83,82,22.17,1
5/9/06,1,40,68,28,1
5/9/06,1,59.54,92,32.46,1
5/9/06,1,52.18,77,24.82,1
5/9/06,1,51.11,NA,NA,0
5/9/06,1,55.49,89,33.51,1
5/9/06,1,56.36,93,36.64,1
5/9/06,1,58.22,86,27.78,1
5/9/06,1,41.51,80,38.49,1
5/9/06,1,62.78,79,16.22,1
5/9/06,1,58.32,90,31.68,1
5/9/06,1,54.46,NA,NA,0
5/9/06,1,58.08,87,28.92,1
5/9/06,1,60.13,96,35.87,1
5/9/06,1,58.17,93,34.83,1
5/9/06,1,61.44,91,29.56,1
5/9/06,1,53.05,NA,NA,0
5/9/06,1,55.27,92,36.73,1
5/9/06,1,71.33,NA,NA,0
5/9/06,1,50.9,74,23.1,1
5/9/06,1,41.47,66,24.53,1
5/9/06,1,44.17,71,26.83,1
5/9/06,1,66.04,88,21.96,1
